user_id,signup_date,country,persona,acquisition_channel
U57793,2024-02-06,India,professional,email
U57794,2024-02-25,USA,hobbyist,organic
U57795,2024-01-27,India,team,paid_ads
U57796,2024-02-01,UK,student,email
U57797,2024-02-11,USA,student,paid_ads
U57798,2024-01-11,India,professional,paid_ads
U57799,2024-02-10,UK,student,organic
U57800,2024-02-27,USA,professional,organic
U57801,2024-02-27,USA,team,paid_ads
U57802,2024-01-13,Germany,student,organic
U57803,2024-02-04,UK,student,paid_ads
U57804,2024-01-17,USA,professional,organic
U57805,2024-01-30,UK,professional,organic
U57806,2024-01-18,USA,professional,paid_ads
U57807,2024-02-06,UK,team,paid_ads
U57808,2024-02-17,USA,student,referral
U57809,2024-01-30,USA,student,organic
U57810,2024-01-26,USA,student,organic
U57811,2024-02-24,India,professional,paid_ads
U57812,2024-01-16,India,team,organic
U57813,2024-01-11,UK,professional,email
U57814,2024-02-23,USA,hobbyist,referral
U57815,2024-01-04,Germany,hobbyist,paid_ads
U57816,2024-02-10,UK,student,paid_ads
U57817,2024-01-15,Germany,professional,organic
U57818,2024-01-12,USA,student,organic
U57819,2024-01-27,USA,team,email
U57820,2024-02-17,UK,professional,paid_ads
U57821,2024-01-04,USA,professional,organic
U57822,2024-02-04,India,professional,email
U57823,2024-02-28,India,professional,paid_ads
U57824,2024-01-21,USA,student,organic
U57825,2024-02-05,USA,student,organic
U57826,2024-01-02,India,hobbyist,paid_ads
U57827,2024-02-20,USA,student,organic
U57828,2024-02-08,USA,student,organic
U57829,2024-01-28,USA,student,referral
U57830,2024-02-03,India,student,organic
U57831,2024-02-02,USA,student,organic
U57832,2024-02-19,Germany,team,organic
U57833,2024-02-29,UK,student,paid_ads
U57834,2024-01-08,USA,team,organic
U57835,2024-01-08,USA,student,referral
U57836,2024-02-29,Germany,professional,organic
U57837,2024-02-11,India,professional,organic
U57838,2024-02-19,India,professional,referral
U57839,2024-01-22,USA,hobbyist,paid_ads
U57840,2024-01-27,UK,team,paid_ads
U57841,2024-01-28,USA,student,paid_ads
U57842,2024-01-11,UK,team,organic
U57843,2024-01-27,USA,team,organic
U57844,2024-02-24,UK,team,organic
U57845,2024-01-01,USA,professional,paid_ads
U57846,2024-02-08,Germany,student,organic
U57847,2024-01-28,USA,student,organic
U57848,2024-01-27,India,hobbyist,email
U57849,2024-01-08,UK,professional,paid_ads
U57850,2024-02-26,India,professional,paid_ads
U57851,2024-02-15,India,student,organic
U57852,2024-01-24,Germany,team,paid_ads
U57853,2024-02-20,USA,student,organic
U57854,2024-02-09,India,professional,organic
U57855,2024-02-20,India,hobbyist,paid_ads
U57856,2024-02-23,India,student,organic
U57857,2024-02-05,USA,professional,referral
U57858,2024-02-24,USA,student,email
U57859,2024-01-24,USA,student,organic
U57860,2024-02-11,USA,student,email
U57861,2024-01-22,USA,team,paid_ads
U57862,2024-01-10,USA,student,organic
U57863,2024-01-04,USA,student,organic
U57864,2024-01-08,USA,hobbyist,referral
U57865,2024-02-08,UK,student,organic
U57866,2024-02-27,India,student,organic
U57867,2024-01-15,UK,student,organic
U57868,2024-01-08,USA,student,organic
U57869,2024-01-29,USA,professional,organic
U57870,2024-02-11,USA,professional,organic
U57871,2024-02-08,USA,professional,paid_ads
U57872,2024-02-20,Germany,student,organic
U57873,2024-02-04,USA,professional,paid_ads
U57874,2024-02-10,UK,student,organic
U57875,2024-02-17,India,hobbyist,email
U57876,2024-01-14,India,student,paid_ads
U57877,2024-02-01,UK,professional,paid_ads
U57878,2024-01-07,USA,hobbyist,organic
U57879,2024-02-13,USA,hobbyist,organic
U57880,2024-02-02,India,hobbyist,paid_ads
U57881,2024-02-17,USA,professional,organic
U57882,2024-02-04,USA,student,organic
U57883,2024-01-27,USA,student,organic
U57884,2024-01-01,UK,professional,organic
U57885,2024-01-06,UK,professional,email
U57886,2024-01-02,Germany,hobbyist,referral
U57887,2024-01-07,India,hobbyist,organic
U57888,2024-01-08,India,professional,referral
U57889,2024-02-14,India,student,email
U57890,2024-01-29,UK,student,paid_ads
U57891,2024-01-16,Germany,team,organic
U57892,2024-01-29,USA,team,referral
U57893,2024-01-31,USA,hobbyist,paid_ads
U57894,2024-01-22,USA,professional,paid_ads
U57895,2024-02-22,USA,student,organic
U57896,2024-01-10,UK,professional,organic
U57897,2024-01-04,India,professional,organic
U57898,2024-01-25,UK,professional,organic
U57899,2024-02-25,UK,professional,organic
U57900,2024-02-22,USA,student,organic
U57901,2024-01-13,USA,hobbyist,paid_ads
U57902,2024-01-17,India,student,paid_ads
U57903,2024-02-09,USA,student,organic
U57904,2024-01-08,India,professional,paid_ads
U57905,2024-01-23,India,professional,referral
U57906,2024-01-07,USA,student,email
U57907,2024-02-01,USA,hobbyist,organic
U57908,2024-01-24,India,student,organic
U57909,2024-01-01,UK,hobbyist,email
U57910,2024-02-16,UK,professional,organic
U57911,2024-02-16,USA,professional,email
U57912,2024-02-29,India,student,organic
U57913,2024-02-20,India,team,paid_ads
U57914,2024-02-05,UK,professional,email
U57915,2024-01-27,USA,professional,email
U57916,2024-01-06,Germany,professional,paid_ads
U57917,2024-02-11,USA,student,paid_ads
U57918,2024-01-31,India,student,email
U57919,2024-01-12,USA,student,referral
U57920,2024-01-26,India,hobbyist,organic
U57921,2024-01-25,USA,professional,email
U57922,2024-01-04,India,professional,email
U57923,2024-01-06,USA,hobbyist,organic
U57924,2024-02-26,USA,professional,organic
U57925,2024-02-15,India,team,paid_ads
U57926,2024-01-13,UK,professional,paid_ads
U57927,2024-01-25,India,student,organic
U57928,2024-01-31,India,hobbyist,organic
U57929,2024-01-22,USA,professional,organic
U57930,2024-02-22,India,team,referral
U57931,2024-02-04,UK,team,paid_ads
U57932,2024-01-21,USA,student,paid_ads
U57933,2024-01-15,UK,professional,organic
U57934,2024-01-03,India,professional,organic
U57935,2024-02-06,UK,team,paid_ads
U57936,2024-02-14,USA,student,organic
U57937,2024-01-26,USA,professional,paid_ads
U57938,2024-02-27,India,student,organic
U57939,2024-02-16,India,team,organic
U57940,2024-01-17,Germany,team,paid_ads
U57941,2024-02-07,Germany,student,referral
U57942,2024-02-24,India,professional,organic
U57943,2024-02-19,USA,hobbyist,email
U57944,2024-02-04,India,student,organic
U57945,2024-02-27,USA,professional,organic
U57946,2024-02-10,USA,hobbyist,organic
U57947,2024-01-08,India,hobbyist,organic
U57948,2024-02-21,Germany,professional,organic
U57949,2024-01-11,USA,professional,organic
U57950,2024-02-29,India,student,organic
U57951,2024-01-24,UK,professional,referral
U57952,2024-02-12,UK,team,organic
U57953,2024-01-08,India,professional,paid_ads
U57954,2024-02-23,UK,professional,paid_ads
U57955,2024-01-30,UK,team,paid_ads
U57956,2024-01-01,UK,student,email
U57957,2024-02-03,USA,student,organic
U57958,2024-01-20,UK,professional,paid_ads
U57959,2024-02-05,USA,hobbyist,paid_ads
U57960,2024-02-03,UK,hobbyist,organic
U57961,2024-02-26,India,team,email
U57962,2024-02-03,UK,team,organic
U57963,2024-01-13,USA,team,organic
U57964,2024-02-23,India,team,paid_ads
U57965,2024-02-22,USA,student,paid_ads
U57966,2024-02-21,USA,professional,paid_ads
U57967,2024-01-06,USA,student,organic
U57968,2024-02-05,USA,team,paid_ads
U57969,2024-01-25,UK,hobbyist,referral
U57970,2024-01-27,India,hobbyist,organic
U57971,2024-02-27,Germany,student,paid_ads
U57972,2024-02-16,Germany,student,paid_ads
U57973,2024-02-24,UK,professional,organic
U57974,2024-01-31,USA,professional,referral
U57975,2024-01-03,India,hobbyist,paid_ads
U57976,2024-01-28,UK,student,paid_ads
U57977,2024-02-27,India,professional,organic
U57978,2024-01-04,USA,hobbyist,organic
U57979,2024-01-17,USA,student,organic
U57980,2024-02-07,Germany,professional,paid_ads
U57981,2024-02-03,USA,professional,organic
U57982,2024-01-20,UK,student,referral
U57983,2024-01-13,USA,hobbyist,organic
U57984,2024-02-16,Germany,team,paid_ads
U57985,2024-01-05,USA,hobbyist,organic
U57986,2024-02-29,UK,student,email
U57987,2024-01-24,USA,hobbyist,paid_ads
U57988,2024-02-20,UK,student,organic
U57989,2024-02-07,India,student,organic
U57990,2024-01-17,USA,student,organic
U57991,2024-02-26,USA,team,organic
U57992,2024-01-31,India,professional,paid_ads
U57993,2024-01-28,India,team,paid_ads
U57994,2024-01-01,USA,professional,email
U57995,2024-01-02,USA,professional,email
U57996,2024-02-02,Germany,professional,paid_ads
U57997,2024-02-09,Germany,hobbyist,referral
U57998,2024-01-29,UK,team,referral
U57999,2024-01-04,USA,student,organic
U58000,2024-01-18,India,team,organic
U58001,2024-02-24,USA,team,paid_ads
U58002,2024-01-24,USA,student,email
U58003,2024-02-01,UK,hobbyist,organic
U58004,2024-01-09,India,student,paid_ads
U58005,2024-02-16,UK,student,referral
U58006,2024-01-16,USA,hobbyist,email
U58007,2024-01-21,USA,professional,organic
U58008,2024-01-30,USA,student,organic
U58009,2024-01-03,USA,hobbyist,organic
U58010,2024-02-02,USA,hobbyist,paid_ads
U58011,2024-01-31,India,hobbyist,paid_ads
U58012,2024-02-25,USA,team,email
U58013,2024-02-14,India,hobbyist,email
U58014,2024-01-14,USA,student,email
U58015,2024-01-06,India,hobbyist,organic
U58016,2024-01-05,USA,hobbyist,paid_ads
U58017,2024-01-29,India,hobbyist,organic
U58018,2024-02-24,India,hobbyist,organic
U58019,2024-02-06,UK,hobbyist,paid_ads
U58020,2024-02-28,UK,professional,email
U58021,2024-02-05,India,student,organic
U58022,2024-01-21,USA,professional,email
U58023,2024-01-12,USA,professional,organic
U58024,2024-02-15,India,hobbyist,email
U58025,2024-02-28,India,hobbyist,paid_ads
U58026,2024-01-23,USA,hobbyist,referral
U58027,2024-01-14,USA,hobbyist,organic
U58028,2024-02-12,USA,team,organic
U58029,2024-02-23,UK,hobbyist,paid_ads
U58030,2024-02-11,UK,professional,organic
U58031,2024-01-10,USA,student,organic
U58032,2024-02-29,UK,student,email
U58033,2024-01-27,India,student,paid_ads
U58034,2024-02-10,India,student,organic
U58035,2024-02-27,India,team,paid_ads
U58036,2024-01-02,Germany,professional,email
U58037,2024-01-14,India,student,email
U58038,2024-01-07,USA,team,paid_ads
U58039,2024-01-17,India,student,organic
U58040,2024-02-25,Germany,hobbyist,referral
U58041,2024-01-20,USA,student,paid_ads
U58042,2024-01-08,India,student,email
U58043,2024-02-25,India,student,paid_ads
U58044,2024-01-20,USA,professional,paid_ads
U58045,2024-02-05,UK,hobbyist,paid_ads
U58046,2024-01-05,USA,professional,paid_ads
U58047,2024-01-13,USA,team,email
U58048,2024-02-08,USA,student,referral
U58049,2024-02-07,UK,professional,email
U58050,2024-01-17,UK,professional,organic
U58051,2024-01-06,Germany,student,paid_ads
U58052,2024-01-19,USA,hobbyist,email
U58053,2024-01-25,India,student,email
U58054,2024-01-03,India,hobbyist,email
U58055,2024-02-10,India,team,referral
U58056,2024-02-22,USA,hobbyist,email
U58057,2024-01-28,USA,professional,email
U58058,2024-01-26,India,professional,email
U58059,2024-02-16,Germany,professional,email
U58060,2024-01-08,Germany,student,organic
U58061,2024-02-26,USA,student,paid_ads
U58062,2024-02-26,India,hobbyist,organic
U58063,2024-02-24,India,student,organic
U58064,2024-02-27,India,professional,organic
U58065,2024-01-15,India,hobbyist,paid_ads
U58066,2024-01-01,USA,professional,paid_ads
U58067,2024-02-09,India,professional,organic
U58068,2024-01-23,USA,team,organic
U58069,2024-02-05,Germany,student,email
U58070,2024-02-23,USA,professional,email
U58071,2024-02-11,UK,hobbyist,organic
U58072,2024-01-16,USA,team,organic
U58073,2024-02-19,India,student,organic
U58074,2024-01-04,India,professional,email
U58075,2024-01-08,India,student,referral
U58076,2024-02-05,India,professional,paid_ads
U58077,2024-01-10,Germany,professional,email
U58078,2024-02-21,UK,student,organic
U58079,2024-01-30,UK,hobbyist,email
U58080,2024-02-05,UK,hobbyist,email
U58081,2024-01-16,Germany,professional,paid_ads
U58082,2024-01-30,UK,hobbyist,email
U58083,2024-02-13,UK,student,paid_ads
U58084,2024-01-10,USA,professional,paid_ads
U58085,2024-02-26,India,hobbyist,email
U58086,2024-01-11,USA,team,referral
U58087,2024-02-03,USA,team,organic
U58088,2024-01-16,USA,hobbyist,email
U58089,2024-02-24,Germany,professional,paid_ads
U58090,2024-01-19,USA,hobbyist,organic
U58091,2024-02-13,India,student,referral
U58092,2024-01-04,USA,hobbyist,paid_ads
U58093,2024-02-18,UK,team,organic
U58094,2024-02-13,UK,professional,paid_ads
U58095,2024-01-31,USA,student,email
U58096,2024-02-17,USA,hobbyist,paid_ads
U58097,2024-02-04,India,hobbyist,email
U58098,2024-02-03,UK,professional,organic
U58099,2024-01-26,USA,hobbyist,paid_ads
U58100,2024-02-08,UK,team,organic
U58101,2024-01-06,USA,team,organic
U58102,2024-02-02,India,hobbyist,paid_ads
U58103,2024-02-16,USA,team,paid_ads
U58104,2024-01-27,Germany,student,organic
U58105,2024-01-12,USA,hobbyist,referral
U58106,2024-02-14,Germany,hobbyist,email
U58107,2024-01-08,USA,hobbyist,email
U58108,2024-01-09,Germany,student,organic
U58109,2024-01-01,India,student,paid_ads
U58110,2024-01-05,USA,professional,organic
U58111,2024-01-07,USA,hobbyist,organic
U58112,2024-01-18,USA,professional,organic
U58113,2024-02-23,Germany,student,paid_ads
U58114,2024-02-09,India,team,organic
U58115,2024-01-24,India,professional,paid_ads
U58116,2024-01-26,UK,team,referral
U58117,2024-01-10,India,team,referral
U58118,2024-02-09,USA,hobbyist,paid_ads
U58119,2024-02-13,India,team,organic
U58120,2024-02-17,India,student,organic
U58121,2024-01-12,USA,team,organic
U58122,2024-02-23,Germany,professional,paid_ads
U58123,2024-01-22,USA,professional,email
U58124,2024-01-27,UK,professional,referral
U58125,2024-01-03,Germany,professional,paid_ads
U58126,2024-01-18,USA,team,paid_ads
U58127,2024-01-05,UK,student,organic
U58128,2024-01-14,India,hobbyist,paid_ads
U58129,2024-01-25,USA,student,referral
U58130,2024-02-21,UK,professional,organic
U58131,2024-01-31,India,professional,paid_ads
U58132,2024-01-21,USA,professional,paid_ads
U58133,2024-02-17,Germany,hobbyist,email
U58134,2024-02-23,India,student,organic
U58135,2024-02-28,UK,team,paid_ads
U58136,2024-02-07,Germany,team,organic
U58137,2024-02-17,UK,team,organic
U58138,2024-01-20,India,hobbyist,paid_ads
U58139,2024-01-14,UK,hobbyist,organic
U58140,2024-01-20,India,professional,paid_ads
U58141,2024-02-25,USA,team,email
U58142,2024-02-06,India,student,organic
U58143,2024-02-15,USA,team,referral
U58144,2024-01-30,Germany,hobbyist,organic
U58145,2024-02-12,India,professional,referral
U58146,2024-02-22,USA,team,email
U58147,2024-02-10,USA,team,referral
U58148,2024-01-20,India,student,email
U58149,2024-01-07,USA,student,organic
U58150,2024-01-05,India,professional,email
U58151,2024-01-31,USA,hobbyist,organic
U58152,2024-01-29,India,student,referral
U58153,2024-01-15,USA,hobbyist,paid_ads
U58154,2024-01-25,UK,hobbyist,email
U58155,2024-01-13,UK,professional,email
U58156,2024-02-13,USA,student,paid_ads
U58157,2024-01-24,India,professional,paid_ads
U58158,2024-01-15,India,hobbyist,organic
U58159,2024-01-24,USA,professional,paid_ads
U58160,2024-02-27,India,professional,paid_ads
U58161,2024-01-26,USA,professional,organic
U58162,2024-01-19,USA,hobbyist,organic
U58163,2024-02-26,USA,professional,organic
U58164,2024-01-24,India,hobbyist,organic
U58165,2024-01-19,Germany,student,paid_ads
U58166,2024-02-11,UK,student,paid_ads
U58167,2024-01-17,UK,student,organic
U58168,2024-02-17,UK,team,organic
U58169,2024-01-05,Germany,professional,paid_ads
U58170,2024-01-04,UK,student,organic
U58171,2024-02-25,UK,hobbyist,email
U58172,2024-01-22,UK,professional,organic
U58173,2024-01-10,India,professional,referral
U58174,2024-01-21,USA,student,paid_ads
U58175,2024-01-25,Germany,hobbyist,email
U58176,2024-01-06,India,professional,email
U58177,2024-01-30,UK,professional,paid_ads
U58178,2024-01-29,UK,student,paid_ads
U58179,2024-01-11,India,professional,referral
U58180,2024-01-11,UK,professional,organic
U58181,2024-02-28,USA,hobbyist,organic
U58182,2024-02-17,USA,student,paid_ads
U58183,2024-02-15,USA,professional,email
U58184,2024-01-27,USA,student,organic
U58185,2024-01-19,USA,student,organic
U58186,2024-01-22,India,student,email
U58187,2024-01-28,UK,professional,paid_ads
U58188,2024-02-28,USA,student,paid_ads
U58189,2024-02-29,UK,student,organic
U58190,2024-01-04,USA,professional,organic
U58191,2024-02-06,UK,hobbyist,paid_ads
U58192,2024-02-23,UK,hobbyist,paid_ads
U58193,2024-02-26,Germany,hobbyist,organic
U58194,2024-01-19,UK,student,organic
U58195,2024-01-17,India,student,organic
U58196,2024-02-19,USA,student,organic
U58197,2024-02-09,USA,team,paid_ads
U58198,2024-02-05,USA,professional,paid_ads
U58199,2024-01-23,USA,team,organic
U58200,2024-02-19,USA,student,organic
U58201,2024-01-28,UK,hobbyist,paid_ads
U58202,2024-01-11,UK,student,email
U58203,2024-02-27,India,student,paid_ads
U58204,2024-01-14,UK,student,organic
U58205,2024-01-13,USA,student,email
U58206,2024-01-24,India,team,referral
U58207,2024-02-27,USA,student,referral
U58208,2024-01-16,India,student,email
U58209,2024-01-28,USA,student,organic
U58210,2024-01-30,USA,team,paid_ads
U58211,2024-02-13,USA,team,paid_ads
U58212,2024-02-10,India,hobbyist,email
U58213,2024-02-08,UK,hobbyist,organic
U58214,2024-02-11,USA,student,organic
U58215,2024-01-27,UK,hobbyist,paid_ads
U58216,2024-01-17,UK,professional,organic
U58217,2024-02-19,India,student,paid_ads
U58218,2024-02-26,India,student,organic
U58219,2024-01-26,India,student,paid_ads
U58220,2024-01-07,USA,student,organic
U58221,2024-02-28,UK,professional,organic
U58222,2024-02-04,UK,student,organic
U58223,2024-01-15,India,professional,email
U58224,2024-01-16,USA,student,organic
U58225,2024-01-21,Germany,professional,paid_ads
U58226,2024-01-17,UK,hobbyist,organic
U58227,2024-02-14,UK,team,email
U58228,2024-01-26,UK,hobbyist,paid_ads
U58229,2024-02-04,USA,student,organic
U58230,2024-02-28,USA,professional,organic
U58231,2024-01-20,India,team,organic
U58232,2024-01-20,India,student,email
U58233,2024-01-23,USA,professional,paid_ads
U58234,2024-01-05,UK,student,organic
U58235,2024-01-09,India,professional,organic
U58236,2024-01-23,USA,student,paid_ads
U58237,2024-01-18,India,professional,email
U58238,2024-01-29,India,student,organic
U58239,2024-01-11,Germany,hobbyist,organic
U58240,2024-02-12,India,student,paid_ads
U58241,2024-02-17,India,professional,referral
U58242,2024-01-08,Germany,student,organic
U58243,2024-01-27,UK,hobbyist,paid_ads
U58244,2024-01-02,India,professional,paid_ads
U58245,2024-01-23,India,hobbyist,paid_ads
U58246,2024-01-21,USA,team,organic
U58247,2024-01-10,UK,professional,paid_ads
U58248,2024-02-07,UK,hobbyist,email
U58249,2024-02-28,Germany,student,paid_ads
U58250,2024-01-04,India,student,organic
U58251,2024-01-21,UK,student,organic
U58252,2024-02-29,Germany,hobbyist,organic
U58253,2024-02-06,India,student,referral
U58254,2024-02-24,UK,student,paid_ads
U58255,2024-02-12,India,student,paid_ads
U58256,2024-01-12,USA,student,paid_ads
U58257,2024-02-17,UK,hobbyist,paid_ads
U58258,2024-02-21,India,student,paid_ads
U58259,2024-02-22,UK,professional,organic
U58260,2024-02-15,India,hobbyist,organic
U58261,2024-01-14,India,hobbyist,paid_ads
U58262,2024-02-21,USA,team,organic
U58263,2024-01-20,UK,student,organic
U58264,2024-02-16,USA,team,email
U58265,2024-01-08,USA,student,email
U58266,2024-01-27,USA,student,paid_ads
U58267,2024-02-06,India,professional,email
U58268,2024-02-10,UK,hobbyist,organic
U58269,2024-01-21,UK,professional,organic
U58270,2024-02-17,India,hobbyist,email
U58271,2024-02-25,Germany,hobbyist,paid_ads
U58272,2024-02-04,USA,hobbyist,paid_ads
U58273,2024-02-13,India,professional,referral
U58274,2024-02-08,Germany,hobbyist,organic
U58275,2024-02-18,USA,student,paid_ads
U58276,2024-01-15,UK,team,organic
U58277,2024-02-16,USA,team,paid_ads
U58278,2024-01-12,India,hobbyist,organic
U58279,2024-02-22,India,professional,organic
U58280,2024-02-03,UK,professional,organic
U58281,2024-01-08,India,student,organic
U58282,2024-02-29,USA,hobbyist,paid_ads
U58283,2024-02-23,USA,hobbyist,referral
U58284,2024-02-06,USA,hobbyist,email
U58285,2024-01-30,India,professional,organic
U58286,2024-01-03,Germany,student,email
U58287,2024-01-30,Germany,student,organic
U58288,2024-01-29,India,team,referral
U58289,2024-01-01,UK,hobbyist,paid_ads
U58290,2024-01-16,USA,professional,organic
U58291,2024-02-11,USA,team,email
U58292,2024-01-31,India,student,organic
U58293,2024-02-27,UK,professional,paid_ads
U58294,2024-01-10,India,student,organic
U58295,2024-01-30,India,hobbyist,email
U58296,2024-02-12,USA,team,email
U58297,2024-01-26,UK,professional,organic
U58298,2024-01-12,USA,professional,organic
U58299,2024-02-09,UK,professional,email
U58300,2024-02-28,Germany,team,organic
U58301,2024-01-05,USA,team,referral
U58302,2024-01-09,UK,hobbyist,paid_ads
U58303,2024-01-11,USA,student,referral
U58304,2024-02-16,UK,student,organic
U58305,2024-01-23,UK,student,organic
U58306,2024-01-17,India,professional,organic
U58307,2024-02-12,India,professional,referral
U58308,2024-01-13,USA,hobbyist,email
U58309,2024-01-17,India,team,email
U58310,2024-01-23,UK,student,paid_ads
U58311,2024-02-28,India,team,organic
U58312,2024-02-08,USA,team,organic
U58313,2024-01-09,UK,professional,organic
U58314,2024-01-18,USA,professional,paid_ads
U58315,2024-02-24,USA,student,email
U58316,2024-01-18,India,student,paid_ads
U58317,2024-01-30,USA,team,organic
U58318,2024-02-11,USA,hobbyist,referral
U58319,2024-02-13,USA,team,email
U58320,2024-01-26,USA,professional,paid_ads
U58321,2024-01-18,Germany,team,referral
U58322,2024-01-21,Germany,student,email
U58323,2024-02-10,USA,student,organic
U58324,2024-02-10,USA,team,email
U58325,2024-02-11,USA,student,email
U58326,2024-02-02,India,professional,referral
U58327,2024-02-12,USA,student,organic
U58328,2024-01-14,UK,professional,referral
U58329,2024-02-24,UK,hobbyist,organic
U58330,2024-02-27,USA,student,email
U58331,2024-01-10,USA,hobbyist,referral
U58332,2024-01-28,USA,team,paid_ads
U58333,2024-01-14,USA,team,paid_ads
U58334,2024-01-19,USA,student,email
U58335,2024-01-26,USA,professional,email
U58336,2024-01-10,India,hobbyist,organic
U58337,2024-01-17,Germany,professional,referral
U58338,2024-02-03,India,student,organic
U58339,2024-02-23,Germany,hobbyist,organic
U58340,2024-01-14,USA,professional,organic
U58341,2024-01-26,USA,professional,paid_ads
U58342,2024-02-19,India,student,paid_ads
U58343,2024-02-03,USA,professional,email
U58344,2024-02-21,USA,hobbyist,referral
U58345,2024-01-19,USA,team,organic
U58346,2024-01-24,USA,student,organic
U58347,2024-01-31,USA,student,organic
U58348,2024-02-09,USA,professional,paid_ads
U58349,2024-01-06,India,professional,paid_ads
U58350,2024-01-20,USA,student,organic
U58351,2024-02-08,India,hobbyist,email
U58352,2024-02-26,USA,team,email
U58353,2024-02-14,India,professional,paid_ads
U58354,2024-02-03,UK,team,paid_ads
U58355,2024-01-22,Germany,professional,organic
U58356,2024-01-07,UK,hobbyist,referral
U58357,2024-02-02,India,hobbyist,paid_ads
U58358,2024-01-06,Germany,professional,paid_ads
U58359,2024-01-16,USA,professional,paid_ads
U58360,2024-01-08,India,student,email
U58361,2024-02-14,Germany,hobbyist,organic
U58362,2024-01-23,India,hobbyist,email
U58363,2024-01-18,USA,professional,paid_ads
U58364,2024-01-14,UK,professional,organic
U58365,2024-02-19,USA,hobbyist,organic
U58366,2024-02-05,USA,student,email
U58367,2024-01-15,UK,team,paid_ads
U58368,2024-01-05,India,student,email
U58369,2024-02-22,India,student,organic
U58370,2024-02-15,UK,hobbyist,paid_ads
U58371,2024-02-17,USA,student,referral
U58372,2024-01-15,India,team,organic
U58373,2024-01-11,USA,team,organic
U58374,2024-01-02,India,student,organic
U58375,2024-01-23,India,student,referral
U58376,2024-01-24,UK,hobbyist,email
U58377,2024-01-18,Germany,student,email
U58378,2024-01-04,UK,student,organic
U58379,2024-01-15,India,team,paid_ads
U58380,2024-01-12,USA,student,referral
U58381,2024-02-28,India,professional,organic
U58382,2024-02-28,USA,student,email
U58383,2024-01-03,USA,hobbyist,email
U58384,2024-02-01,India,hobbyist,organic
U58385,2024-02-05,USA,student,email
U58386,2024-01-21,USA,team,referral
U58387,2024-02-17,USA,hobbyist,organic
U58388,2024-01-06,USA,hobbyist,email
U58389,2024-01-02,USA,student,paid_ads
U58390,2024-02-27,USA,professional,email
U58391,2024-02-23,India,hobbyist,email
U58392,2024-01-09,USA,team,organic
U58393,2024-01-12,India,hobbyist,paid_ads
U58394,2024-02-13,USA,student,paid_ads
U58395,2024-02-28,USA,team,email
U58396,2024-01-24,UK,hobbyist,organic
U58397,2024-01-14,USA,professional,email
U58398,2024-02-18,USA,professional,referral
U58399,2024-02-10,India,student,organic
U58400,2024-01-12,USA,hobbyist,paid_ads
U58401,2024-01-27,UK,student,organic
U58402,2024-01-10,India,student,referral
U58403,2024-02-12,India,professional,email
U58404,2024-01-02,USA,team,paid_ads
U58405,2024-01-31,India,hobbyist,organic
U58406,2024-01-28,Germany,team,email
U58407,2024-01-16,Germany,hobbyist,paid_ads
U58408,2024-02-28,India,student,organic
U58409,2024-01-01,USA,hobbyist,email
U58410,2024-01-22,UK,student,paid_ads
U58411,2024-01-01,Germany,hobbyist,referral
U58412,2024-01-31,USA,hobbyist,organic
U58413,2024-01-22,UK,student,organic
U58414,2024-02-03,USA,hobbyist,organic
U58415,2024-01-12,India,student,paid_ads
U58416,2024-02-28,Germany,professional,paid_ads
U58417,2024-02-24,Germany,professional,paid_ads
U58418,2024-01-23,India,professional,organic
U58419,2024-01-28,Germany,professional,organic
U58420,2024-02-21,USA,professional,organic
U58421,2024-02-19,India,professional,organic
U58422,2024-01-12,India,hobbyist,referral
U58423,2024-01-27,India,hobbyist,referral
U58424,2024-01-23,USA,professional,email
U58425,2024-01-01,USA,professional,organic
U58426,2024-02-29,UK,student,paid_ads
U58427,2024-02-28,UK,student,paid_ads
U58428,2024-02-12,India,student,paid_ads
U58429,2024-01-02,USA,professional,email
U58430,2024-02-13,UK,hobbyist,email
U58431,2024-01-31,India,hobbyist,organic
U58432,2024-01-02,UK,student,organic
U58433,2024-02-18,USA,student,organic
U58434,2024-01-25,India,hobbyist,organic
U58435,2024-02-07,USA,hobbyist,email
U58436,2024-02-17,Germany,student,organic
U58437,2024-01-19,Germany,student,paid_ads
U58438,2024-01-28,India,hobbyist,email
U58439,2024-01-06,USA,team,organic
U58440,2024-02-08,India,professional,email
U58441,2024-01-19,USA,professional,organic
U58442,2024-02-21,USA,professional,organic
U58443,2024-02-27,Germany,student,email
U58444,2024-01-17,USA,hobbyist,email
U58445,2024-01-06,UK,hobbyist,organic
U58446,2024-01-15,USA,professional,paid_ads
U58447,2024-01-22,India,team,email
U58448,2024-02-10,USA,professional,organic
U58449,2024-02-03,India,professional,paid_ads
U58450,2024-01-05,India,hobbyist,paid_ads
U58451,2024-02-22,UK,professional,organic
U58452,2024-01-23,USA,student,organic
U58453,2024-01-05,India,student,email
U58454,2024-02-13,USA,hobbyist,paid_ads
U58455,2024-01-10,Germany,student,organic
U58456,2024-01-04,India,student,organic
U58457,2024-01-12,USA,team,organic
U58458,2024-02-16,India,team,organic
U58459,2024-01-10,India,hobbyist,paid_ads
U58460,2024-02-29,USA,hobbyist,paid_ads
U58461,2024-01-30,India,professional,paid_ads
U58462,2024-02-19,UK,student,paid_ads
U58463,2024-01-24,USA,professional,paid_ads
U58464,2024-01-05,Germany,hobbyist,paid_ads
U58465,2024-01-13,UK,student,organic
